"City","Name","Category","Admission","Rating"
"Pasadena","Discovery Gardens of Pasadena #5858","Historical Site","$4.15","4.1"
"Mesquite","Liberty Monument of Mesquite #5859","Theme Park","$43.50","5.0"
"Austin","Frontier Preserve of Austin #5860","Landmark","$27.20","4.8"
"Houston","Grand Hall of Houston #5861","Nature","$30.94","4.1"
"Dallas","Heritage Center of Dallas #5862","Museum","$46.96","4.2"
"San Antonio","Victory Plaza of San Antonio #5863","Park","$22.65","4.2"
"Fort Worth","Discovery Gardens of Fort Worth #5864","Historical Site","$11.71","4.0"
"El Paso","Liberty Monument of El Paso #5865","Theme Park","$19.95","4.9"
"Arlington","Frontier Preserve of Arlington #5866","Landmark","$2.61","4.5"
"Corpus Christi","Grand Hall of Corpus Christi #5867","Nature","$8.48","4.1"
"Plano","Heritage Center of Plano #5868","Museum","$7.60","4.7"
"Laredo","Victory Plaza of Laredo #5869","Park","$17.15","4.6"
"Lubbock","Discovery Gardens of Lubbock #5870","Historical Site","$22.64","4.2"
"Garland","Liberty Monument of Garland #5871","Theme Park","$5.75","4.3"
"Irving","Frontier Preserve of Irving #5872","Landmark","$7.17","4.1"
"Amarillo","Grand Hall of Amarillo #5873","Nature","$45.81","4.6"
"Grand Prairie","Heritage Center of Grand Prairie #5874","Museum","$26.24","4.3"
"Brownsville","Victory Plaza of Brownsville #5875","Park","$3.64","4.5"
"McKinney","Discovery Gardens of McKinney #5876","Historical Site","$41.78","4.5"
"Frisco","Liberty Monument of Frisco #5877","Theme Park","$18.35","4.4"
"Pasadena","Frontier Preserve of Pasadena #5878","Landmark","$31.75","4.5"
"Mesquite","Grand Hall of Mesquite #5879","Nature","$21.21","4.1"
"Austin","Heritage Center of Austin #5880","Museum","$44.21","4.8"
"Houston","Victory Plaza of Houston #5881","Park","$11.13","5.0"
"Dallas","Discovery Gardens of Dallas #5882","Historical Site","$45.01","4.0"
"San Antonio","Liberty Monument of San Antonio #5883","Theme Park","$26.76","4.3"
"Fort Worth","Frontier Preserve of Fort Worth #5884","Landmark","$39.64","4.7"
"El Paso","Grand Hall of El Paso #5885","Nature","$33.03","4.3"
"Arlington","Heritage Center of Arlington #5886","Museum","$41.95","4.5"
"Corpus Christi","Victory Plaza of Corpus Christi #5887","Park","$45.14","4.4"
"Plano","Discovery Gardens of Plano #5888","Historical Site","$43.39","4.8"
"Laredo","Liberty Monument of Laredo #5889","Theme Park","$23.19","5.0"
"Lubbock","Frontier Preserve of Lubbock #5890","Landmark","$35.57","4.3"
"Garland","Grand Hall of Garland #5891","Nature","$1.68","4.2"
"Irving","Heritage Center of Irving #5892","Museum","$29.45","4.7"
"Amarillo","Victory Plaza of Amarillo #5893","Park","$5.22","4.1"
"Grand Prairie","Discovery Gardens of Grand Prairie #5894","Historical Site","$21.11","4.3"
"Brownsville","Liberty Monument of Brownsville #5895","Theme Park","$30.77","4.1"
"McKinney","Frontier Preserve of McKinney #5896","Landmark","$11.10","4.5"
"Frisco","Grand Hall of Frisco #5897","Nature","$28.08","4.3"
"Pasadena","Heritage Center of Pasadena #5898","Museum","$36.68","4.2"
"Mesquite","Victory Plaza of Mesquite #5899","Park","$17.07","4.4"
"Austin","Discovery Gardens of Austin #5900","Historical Site","$23.58","4.7"
"Houston","Liberty Monument of Houston #5901","Theme Park","$42.84","4.0"
"Dallas","Frontier Preserve of Dallas #5902","Landmark","$2.52","5.0"
"San Antonio","Grand Hall of San Antonio #5903","Nature","$42.10","4.2"
"Fort Worth","Heritage Center of Fort Worth #5904","Museum","$21.24","4.9"
"El Paso","Victory Plaza of El Paso #5905","Park","$13.87","4.1"
"Arlington","Discovery Gardens of Arlington #5906","Historical Site","$28.04","4.3"
"Corpus Christi","Liberty Monument of Corpus Christi #5907","Theme Park","$0.08","4.3"
"Plano","Frontier Preserve of Plano #5908","Landmark","$17.15","4.9"
"Laredo","Grand Hall of Laredo #5909","Nature","$28.24","4.8"
"Lubbock","Heritage Center of Lubbock #5910","Museum","$0.21","5.0"
"Garland","Victory Plaza of Garland #5911","Park","$21.33","4.7"
"Irving","Discovery Gardens of Irving #5912","Historical Site","$3.46","4.2"
"Amarillo","Liberty Monument of Amarillo #5913","Theme Park","$42.73","4.3"
"Grand Prairie","Frontier Preserve of Grand Prairie #5914","Landmark","$6.40","4.6"
"Brownsville","Grand Hall of Brownsville #5915","Nature","$4.19","4.0"
"McKinney","Heritage Center of McKinney #5916","Museum","$47.67","5.0"
"Frisco","Victory Plaza of Frisco #5917","Park","$18.83","4.5"
"Pasadena","Discovery Gardens of Pasadena #5918","Historical Site","$17.23","4.7"
"Mesquite","Liberty Monument of Mesquite #5919","Theme Park","$35.67","4.8"
"Austin","Frontier Preserve of Austin #5920","Landmark","$42.33","4.2"
"Houston","Grand Hall of Houston #5921","Nature","$43.18","4.5"
"Dallas","Heritage Center of Dallas #5922","Museum","$5.13","5.0"
"San Antonio","Victory Plaza of San Antonio #5923","Park","$38.61","4.3"
"Fort Worth","Discovery Gardens of Fort Worth #5924","Historical Site","$38.46","4.8"
"El Paso","Liberty Monument of El Paso #5925","Theme Park","$18.81","4.0"
"Arlington","Frontier Preserve of Arlington #5926","Landmark","$39.92","4.6"
"Corpus Christi","Grand Hall of Corpus Christi #5927","Nature","$2.81","4.3"
"Plano","Heritage Center of Plano #5928","Museum","$27.93","4.6"
"Laredo","Victory Plaza of Laredo #5929","Park","$49.53","4.1"
"Lubbock","Discovery Gardens of Lubbock #5930","Historical Site","$29.65","4.7"
"Garland","Liberty Monument of Garland #5931","Theme Park","$9.67","4.3"
"Irving","Frontier Preserve of Irving #5932","Landmark","$30.71","4.8"
"Amarillo","Grand Hall of Amarillo #5933","Nature","$16.06","4.2"
"Grand Prairie","Heritage Center of Grand Prairie #5934","Museum","$30.36","4.2"
"Brownsville","Victory Plaza of Brownsville #5935","Park","$47.22","4.1"
"McKinney","Discovery Gardens of McKinney #5936","Historical Site","$7.03","4.0"
"Frisco","Liberty Monument of Frisco #5937","Theme Park","$34.99","5.0"
"Pasadena","Frontier Preserve of Pasadena #5938","Landmark","$22.68","4.9"
"Mesquite","Grand Hall of Mesquite #5939","Nature","$10.64","4.4"
"Austin","Heritage Center of Austin #5940","Museum","$30.40","4.6"
"Houston","Victory Plaza of Houston #5941","Park","$25.87","4.6"
"Dallas","Discovery Gardens of Dallas #5942","Historical Site","$26.00","4.1"
"San Antonio","Liberty Monument of San Antonio #5943","Theme Park","$26.36","4.5"
"Fort Worth","Frontier Preserve of Fort Worth #5944","Landmark","$22.56","4.5"
"El Paso","Grand Hall of El Paso #5945","Nature","$2.54","4.1"
"Arlington","Heritage Center of Arlington #5946","Museum","$45.27","4.1"
"Corpus Christi","Victory Plaza of Corpus Christi #5947","Park","$20.63","4.9"
"Plano","Discovery Gardens of Plano #5948","Historical Site","$42.89","4.1"
"Laredo","Liberty Monument of Laredo #5949","Theme Park","$42.32","4.3"
"Lubbock","Frontier Preserve of Lubbock #5950","Landmark","$27.05","4.2"
"Garland","Grand Hall of Garland #5951","Nature","$31.01","4.3"
"Irving","Heritage Center of Irving #5952","Museum","$40.06","4.9"
"Amarillo","Victory Plaza of Amarillo #5953","Park","$19.53","4.7"
"Grand Prairie","Discovery Gardens of Grand Prairie #5954","Historical Site","$30.95","4.4"
"Brownsville","Liberty Monument of Brownsville #5955","Theme Park","$6.19","4.2"
"McKinney","Frontier Preserve of McKinney #5956","Landmark","$37.11","4.5"
"Frisco","Grand Hall of Frisco #5957","Nature","$26.15","4.2"
"Pasadena","Heritage Center of Pasadena #5958","Museum","$40.07","4.2"
"Mesquite","Victory Plaza of Mesquite #5959","Park","$16.14","4.2"
"Austin","Discovery Gardens of Austin #5960","Historical Site","$25.11","4.4"
"Houston","Liberty Monument of Houston #5961","Theme Park","$23.80","4.7"
"Dallas","Frontier Preserve of Dallas #5962","Landmark","$48.31","4.3"
"San Antonio","Grand Hall of San Antonio #5963","Nature","$2.97","4.9"
"Fort Worth","Heritage Center of Fort Worth #5964","Museum","$13.66","4.4"
"El Paso","Victory Plaza of El Paso #5965","Park","$49.41","4.1"
"Arlington","Discovery Gardens of Arlington #5966","Historical Site","$34.50","4.5"
"Corpus Christi","Liberty Monument of Corpus Christi #5967","Theme Park","$9.45","4.2"
"Plano","Frontier Preserve of Plano #5968","Landmark","$4.85","4.0"
"Laredo","Grand Hall of Laredo #5969","Nature","$11.26","4.7"
"Lubbock","Heritage Center of Lubbock #5970","Museum","$0.09","4.7"
"Garland","Victory Plaza of Garland #5971","Park","$13.95","4.2"
"Irving","Discovery Gardens of Irving #5972","Historical Site","$4.78","4.8"
"Amarillo","Liberty Monument of Amarillo #5973","Theme Park","$48.63","4.0"
"Grand Prairie","Frontier Preserve of Grand Prairie #5974","Landmark","$29.39","4.4"
"Brownsville","Grand Hall of Brownsville #5975","Nature","$28.46","4.9"
"McKinney","Heritage Center of McKinney #5976","Museum","$16.25","4.4"
"Frisco","Victory Plaza of Frisco #5977","Park","$16.89","4.5"
"Pasadena","Discovery Gardens of Pasadena #5978","Historical Site","$4.24","4.6"
"Mesquite","Liberty Monument of Mesquite #5979","Theme Park","$43.76","4.0"
"Austin","Frontier Preserve of Austin #5980","Landmark","$5.84","4.4"
"Houston","Grand Hall of Houston #5981","Nature","$10.03","4.4"
"Dallas","Heritage Center of Dallas #5982","Museum","$47.40","5.0"
"San Antonio","Victory Plaza of San Antonio #5983","Park","$32.79","4.9"
"Fort Worth","Discovery Gardens of Fort Worth #5984","Historical Site","$0.10","4.6"
"El Paso","Liberty Monument of El Paso #5985","Theme Park","$26.96","4.8"
"Arlington","Frontier Preserve of Arlington #5986","Landmark","$13.78","4.7"
"Corpus Christi","Grand Hall of Corpus Christi #5987","Nature","$31.85","4.3"
"Plano","Heritage Center of Plano #5988","Museum","$48.13","4.9"
"Laredo","Victory Plaza of Laredo #5989","Park","$18.56","4.8"
"Lubbock","Discovery Gardens of Lubbock #5990","Historical Site","$34.91","4.5"
"Garland","Liberty Monument of Garland #5991","Theme Park","$15.76","4.4"
"Irving","Frontier Preserve of Irving #5992","Landmark","$12.92","4.9"
"Amarillo","Grand Hall of Amarillo #5993","Nature","$46.01","4.4"
"Grand Prairie","Heritage Center of Grand Prairie #5994","Museum","$24.68","4.5"
"Brownsville","Victory Plaza of Brownsville #5995","Park","$15.31","4.1"
"McKinney","Discovery Gardens of McKinney #5996","Historical Site","$27.38","4.6"
"Frisco","Liberty Monument of Frisco #5997","Theme Park","$21.57","4.5"
"Pasadena","Frontier Preserve of Pasadena #5998","Landmark","$6.09","4.7"
"Mesquite","Grand Hall of Mesquite #5999","Nature","$4.28","4.7"
"Austin","Heritage Center of Austin #6000","Museum","$11.47","4.5"
"Houston","Victory Plaza of Houston #6001","Park","$9.30","5.0"
"Dallas","Discovery Gardens of Dallas #6002","Historical Site","$29.43","4.2"
"San Antonio","Liberty Monument of San Antonio #6003","Theme Park","$41.02","4.9"
"Fort Worth","Frontier Preserve of Fort Worth #6004","Landmark","$34.00","4.8"
"El Paso","Grand Hall of El Paso #6005","Nature","$5.71","4.9"
"Arlington","Heritage Center of Arlington #6006","Museum","$34.25","4.8"
"Corpus Christi","Victory Plaza of Corpus Christi #6007","Park","$6.72","4.3"
"Plano","Discovery Gardens of Plano #6008","Historical Site","$2.82","4.6"
"Laredo","Liberty Monument of Laredo #6009","Theme Park","$8.84","4.3"
"Lubbock","Frontier Preserve of Lubbock #6010","Landmark","$0.36","4.6"
"Garland","Grand Hall of Garland #6011","Nature","$11.40","4.0"
"Irving","Heritage Center of Irving #6012","Museum","$40.08","4.7"
"Amarillo","Victory Plaza of Amarillo #6013","Park","$17.00","4.6"
"Grand Prairie","Discovery Gardens of Grand Prairie #6014","Historical Site","$43.04","4.9"
"Brownsville","Liberty Monument of Brownsville #6015","Theme Park","$19.83","4.7"
"McKinney","Frontier Preserve of McKinney #6016","Landmark","$21.01","4.5"
"Frisco","Grand Hall of Frisco #6017","Nature","$9.80","4.9"
"Pasadena","Heritage Center of Pasadena #6018","Museum","$35.88","4.7"
"Mesquite","Victory Plaza of Mesquite #6019","Park","$3.62","4.4"
"Austin","Discovery Gardens of Austin #6020","Historical Site","$12.15","4.9"
"Houston","Liberty Monument of Houston #6021","Theme Park","$31.44","4.6"
"Dallas","Frontier Preserve of Dallas #6022","Landmark","$1.88","4.9"
"San Antonio","Grand Hall of San Antonio #6023","Nature","$37.76","4.8"
"Fort Worth","Heritage Center of Fort Worth #6024","Museum","$20.37","4.7"
"El Paso","Victory Plaza of El Paso #6025","Park","$31.99","4.2"
"Arlington","Discovery Gardens of Arlington #6026","Historical Site","$23.95","5.0"
"Corpus Christi","Liberty Monument of Corpus Christi #6027","Theme Park","$5.39","4.4"
"Plano","Frontier Preserve of Plano #6028","Landmark","$19.39","4.9"
"Laredo","Grand Hall of Laredo #6029","Nature","$38.98","4.4"
"Lubbock","Heritage Center of Lubbock #6030","Museum","$38.67","4.5"
"Garland","Victory Plaza of Garland #6031","Park","$41.37","4.4"
"Irving","Discovery Gardens of Irving #6032","Historical Site","$13.44","4.9"
"Amarillo","Liberty Monument of Amarillo #6033","Theme Park","$37.24","4.5"
"Grand Prairie","Frontier Preserve of Grand Prairie #6034","Landmark","$39.57","4.8"
"Brownsville","Grand Hall of Brownsville #6035","Nature","$34.46","4.6"
"McKinney","Heritage Center of McKinney #6036","Museum","$15.62","4.9"
"Frisco","Victory Plaza of Frisco #6037","Park","$20.56","4.9"
"Pasadena","Discovery Gardens of Pasadena #6038","Historical Site","$36.43","4.2"
"Mesquite","Liberty Monument of Mesquite #6039","Theme Park","$35.90","5.0"
"Austin","Frontier Preserve of Austin #6040","Landmark","$42.22","4.4"
"Houston","Grand Hall of Houston #6041","Nature","$45.60","4.2"
"Dallas","Heritage Center of Dallas #6042","Museum","$24.24","4.6"
"San Antonio","Victory Plaza of San Antonio #6043","Park","$40.20","4.3"
"Fort Worth","Discovery Gardens of Fort Worth #6044","Historical Site","$17.71","4.3"
"El Paso","Liberty Monument of El Paso #6045","Theme Park","$41.17","4.6"
"Arlington","Frontier Preserve of Arlington #6046","Landmark","$42.08","4.6"
"Corpus Christi","Grand Hall of Corpus Christi #6047","Nature","$42.77","4.6"
"Plano","Heritage Center of Plano #6048","Museum","$45.42","4.4"
"Laredo","Victory Plaza of Laredo #6049","Park","$49.05","4.4"
"Lubbock","Discovery Gardens of Lubbock #6050","Historical Site","$17.95","4.7"
"Garland","Liberty Monument of Garland #6051","Theme Park","$16.08","4.3"
"Irving","Frontier Preserve of Irving #6052","Landmark","$39.84","4.7"
"Amarillo","Grand Hall of Amarillo #6053","Nature","$22.73","4.3"
"Grand Prairie","Heritage Center of Grand Prairie #6054","Museum","$27.10","4.5"
"Brownsville","Victory Plaza of Brownsville #6055","Park","$30.13","4.2"
"McKinney","Discovery Gardens of McKinney #6056","Historical Site","$24.02","4.7"
"Frisco","Liberty Monument of Frisco #6057","Theme Park","$2.48","4.3"
"Pasadena","Frontier Preserve of Pasadena #6058","Landmark","$44.82","4.8"
"Mesquite","Grand Hall of Mesquite #6059","Nature","$25.33","4.6"
"Austin","Heritage Center of Austin #6060","Museum","$7.86","4.1"
"Houston","Victory Plaza of Houston #6061","Park","$2.78","4.4"
"Dallas","Discovery Gardens of Dallas #6062","Historical Site","$14.04","4.4"
"San Antonio","Liberty Monument of San Antonio #6063","Theme Park","$17.49","4.8"
"Fort Worth","Frontier Preserve of Fort Worth #6064","Landmark","$20.53","4.8"
"El Paso","Grand Hall of El Paso #6065","Nature","$18.93","4.4"
"Arlington","Heritage Center of Arlington #6066","Museum","$30.27","4.5"
"Corpus Christi","Victory Plaza of Corpus Christi #6067","Park","$19.08","4.6"
"Plano","Discovery Gardens of Plano #6068","Historical Site","$20.42","5.0"
"Laredo","Liberty Monument of Laredo #6069","Theme Park","$0.94","4.5"
"Lubbock","Frontier Preserve of Lubbock #6070","Landmark","$35.56","4.2"
"Garland","Grand Hall of Garland #6071","Nature","$24.76","4.8"
"Irving","Heritage Center of Irving #6072","Museum","$7.27","4.7"
"Amarillo","Victory Plaza of Amarillo #6073","Park","$34.89","4.9"
"Grand Prairie","Discovery Gardens of Grand Prairie #6074","Historical Site","$5.55","4.2"
"Brownsville","Liberty Monument of Brownsville #6075","Theme Park","$5.15","4.8"
"McKinney","Frontier Preserve of McKinney #6076","Landmark","$3.47","4.9"
"Frisco","Grand Hall of Frisco #6077","Nature","$27.72","4.7"
"Pasadena","Heritage Center of Pasadena #6078","Museum","$45.42","5.0"
"Mesquite","Victory Plaza of Mesquite #6079","Park","$2.06","4.3"
"Austin","Discovery Gardens of Austin #6080","Historical Site","$3.17","4.7"
"Houston","Liberty Monument of Houston #6081","Theme Park","$19.34","4.8"
"Dallas","Frontier Preserve of Dallas #6082","Landmark","$25.80","4.0"
"San Antonio","Grand Hall of San Antonio #6083","Nature","$13.86","4.8"
"Fort Worth","Heritage Center of Fort Worth #6084","Museum","$27.74","4.0"
"El Paso","Victory Plaza of El Paso #6085","Park","$49.65","4.1"
"Arlington","Discovery Gardens of Arlington #6086","Historical Site","$39.35","4.4"
"Corpus Christi","Liberty Monument of Corpus Christi #6087","Theme Park","$40.27","4.5"
"Plano","Frontier Preserve of Plano #6088","Landmark","$39.54","4.6"
"Laredo","Grand Hall of Laredo #6089","Nature","$10.83","4.5"
"Lubbock","Heritage Center of Lubbock #6090","Museum","$33.38","4.1"
"Garland","Victory Plaza of Garland #6091","Park","$22.59","4.0"
"Irving","Discovery Gardens of Irving #6092","Historical Site","$28.73","4.7"
"Amarillo","Liberty Monument of Amarillo #6093","Theme Park","$28.68","4.2"
"Grand Prairie","Frontier Preserve of Grand Prairie #6094","Landmark","$40.22","4.3"
"Brownsville","Grand Hall of Brownsville #6095","Nature","$26.91","4.8"
"McKinney","Heritage Center of McKinney #6096","Museum","$36.30","4.7"
"Frisco","Victory Plaza of Frisco #6097","Park","$19.12","4.1"
"Pasadena","Discovery Gardens of Pasadena #6098","Historical Site","$48.70","4.6"
"Mesquite","Liberty Monument of Mesquite #6099","Theme Park","$23.75","4.1"
"Austin","Frontier Preserve of Austin #6100","Landmark","$9.61","4.8"
"Houston","Grand Hall of Houston #6101","Nature","$28.54","4.8"
"Dallas","Heritage Center of Dallas #6102","Museum","$9.11","4.5"
"San Antonio","Victory Plaza of San Antonio #6103","Park","$41.47","4.7"
