"Origin","Destination","Airline","Flight_No","Price","Duration"
"LAX (Los Angeles)","Houston","American Airlines","TX5741","$372.78","4.0h"
"ORD (Chicago)","Dallas","United","TX5742","$336.83","3.7h"
"ATL (Atlanta)","San Antonio","Delta","TX5743","$343.21","3.3h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5744","$175.84","3.6h"
"JFK (New York)","El Paso","Southwest","TX5745","$368.75","2.4h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5746","$645.22","3.3h"
"ORD (Chicago)","Corpus Christi","United","TX5747","$418.87","3.9h"
"ATL (Atlanta)","Plano","Delta","TX5748","$391.98","4.6h"
"SFO (San Francisco)","Laredo","JetBlue","TX5749","$467.00","3.8h"
"JFK (New York)","Lubbock","Southwest","TX5750","$378.09","2.0h"
"LAX (Los Angeles)","Garland","American Airlines","TX5751","$371.80","4.3h"
"ORD (Chicago)","Irving","United","TX5752","$330.39","4.9h"
"ATL (Atlanta)","Amarillo","Delta","TX5753","$493.32","3.3h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5754","$179.28","3.1h"
"JFK (New York)","Brownsville","Southwest","TX5755","$313.59","3.2h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5756","$314.94","4.0h"
"ORD (Chicago)","Frisco","United","TX5757","$350.99","4.5h"
"ATL (Atlanta)","Pasadena","Delta","TX5758","$191.31","4.1h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5759","$395.07","3.4h"
"JFK (New York)","Austin","Southwest","TX5760","$413.85","4.1h"
"LAX (Los Angeles)","Houston","American Airlines","TX5761","$217.45","3.8h"
"ORD (Chicago)","Dallas","United","TX5762","$530.49","2.1h"
"ATL (Atlanta)","San Antonio","Delta","TX5763","$216.85","3.9h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5764","$322.96","3.7h"
"JFK (New York)","El Paso","Southwest","TX5765","$475.17","2.8h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5766","$343.21","4.5h"
"ORD (Chicago)","Corpus Christi","United","TX5767","$608.34","3.5h"
"ATL (Atlanta)","Plano","Delta","TX5768","$590.51","3.3h"
"SFO (San Francisco)","Laredo","JetBlue","TX5769","$185.46","4.1h"
"JFK (New York)","Lubbock","Southwest","TX5770","$294.78","2.8h"
"LAX (Los Angeles)","Garland","American Airlines","TX5771","$494.65","3.3h"
"ORD (Chicago)","Irving","United","TX5772","$324.67","4.8h"
"ATL (Atlanta)","Amarillo","Delta","TX5773","$432.85","3.3h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5774","$448.97","2.8h"
"JFK (New York)","Brownsville","Southwest","TX5775","$627.80","2.9h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5776","$278.68","3.7h"
"ORD (Chicago)","Frisco","United","TX5777","$301.42","4.9h"
"ATL (Atlanta)","Pasadena","Delta","TX5778","$373.97","3.4h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5779","$420.89","3.6h"
"JFK (New York)","Austin","Southwest","TX5780","$629.63","4.6h"
"LAX (Los Angeles)","Houston","American Airlines","TX5781","$431.55","2.7h"
"ORD (Chicago)","Dallas","United","TX5782","$644.09","3.0h"
"ATL (Atlanta)","San Antonio","Delta","TX5783","$164.53","3.9h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5784","$161.19","3.8h"
"JFK (New York)","El Paso","Southwest","TX5785","$624.50","2.9h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5786","$179.56","3.6h"
"ORD (Chicago)","Corpus Christi","United","TX5787","$315.40","3.1h"
"ATL (Atlanta)","Plano","Delta","TX5788","$156.38","3.7h"
"SFO (San Francisco)","Laredo","JetBlue","TX5789","$358.90","3.6h"
"JFK (New York)","Lubbock","Southwest","TX5790","$398.85","4.1h"
"LAX (Los Angeles)","Garland","American Airlines","TX5791","$493.49","2.2h"
"ORD (Chicago)","Irving","United","TX5792","$559.50","4.5h"
"ATL (Atlanta)","Amarillo","Delta","TX5793","$486.08","4.5h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5794","$393.29","4.3h"
"JFK (New York)","Brownsville","Southwest","TX5795","$631.56","4.1h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5796","$603.65","4.8h"
"ORD (Chicago)","Frisco","United","TX5797","$484.04","4.4h"
"ATL (Atlanta)","Pasadena","Delta","TX5798","$596.81","4.0h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5799","$368.41","4.6h"
"JFK (New York)","Austin","Southwest","TX5800","$630.14","2.8h"
"LAX (Los Angeles)","Houston","American Airlines","TX5801","$548.87","2.8h"
"ORD (Chicago)","Dallas","United","TX5802","$561.16","2.7h"
"ATL (Atlanta)","San Antonio","Delta","TX5803","$396.87","4.1h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5804","$177.00","4.9h"
"JFK (New York)","El Paso","Southwest","TX5805","$620.48","2.5h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5806","$377.57","2.6h"
"ORD (Chicago)","Corpus Christi","United","TX5807","$369.89","3.5h"
"ATL (Atlanta)","Plano","Delta","TX5808","$261.46","3.1h"
"SFO (San Francisco)","Laredo","JetBlue","TX5809","$182.34","3.9h"
"JFK (New York)","Lubbock","Southwest","TX5810","$592.87","2.4h"
"LAX (Los Angeles)","Garland","American Airlines","TX5811","$244.52","3.4h"
"ORD (Chicago)","Irving","United","TX5812","$473.07","2.6h"
"ATL (Atlanta)","Amarillo","Delta","TX5813","$342.30","4.9h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5814","$247.70","2.5h"
"JFK (New York)","Brownsville","Southwest","TX5815","$538.90","3.7h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5816","$344.50","3.8h"
"ORD (Chicago)","Frisco","United","TX5817","$158.36","3.0h"
"ATL (Atlanta)","Pasadena","Delta","TX5818","$328.48","4.4h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5819","$381.27","2.7h"
"JFK (New York)","Austin","Southwest","TX5820","$570.88","2.5h"
"LAX (Los Angeles)","Houston","American Airlines","TX5821","$425.58","3.9h"
"ORD (Chicago)","Dallas","United","TX5822","$616.68","2.3h"
"ATL (Atlanta)","San Antonio","Delta","TX5823","$366.99","2.9h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5824","$480.10","4.7h"
"JFK (New York)","El Paso","Southwest","TX5825","$218.80","3.9h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5826","$327.68","4.6h"
"ORD (Chicago)","Corpus Christi","United","TX5827","$449.24","4.7h"
"ATL (Atlanta)","Plano","Delta","TX5828","$321.04","3.1h"
"SFO (San Francisco)","Laredo","JetBlue","TX5829","$621.06","4.5h"
"JFK (New York)","Lubbock","Southwest","TX5830","$346.83","3.5h"
"LAX (Los Angeles)","Garland","American Airlines","TX5831","$331.43","4.7h"
"ORD (Chicago)","Irving","United","TX5832","$429.91","4.8h"
"ATL (Atlanta)","Amarillo","Delta","TX5833","$385.72","4.2h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5834","$419.60","3.4h"
"JFK (New York)","Brownsville","Southwest","TX5835","$367.02","4.0h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5836","$541.05","3.7h"
"ORD (Chicago)","Frisco","United","TX5837","$478.25","3.5h"
"ATL (Atlanta)","Pasadena","Delta","TX5838","$297.16","3.5h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5839","$602.54","2.2h"
"JFK (New York)","Austin","Southwest","TX5840","$430.21","2.7h"
"LAX (Los Angeles)","Houston","American Airlines","TX5841","$220.33","4.9h"
"ORD (Chicago)","Dallas","United","TX5842","$534.57","2.4h"
"ATL (Atlanta)","San Antonio","Delta","TX5843","$313.45","3.3h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5844","$405.71","4.5h"
"JFK (New York)","El Paso","Southwest","TX5845","$521.78","2.3h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5846","$488.65","4.4h"
"ORD (Chicago)","Corpus Christi","United","TX5847","$175.37","4.6h"
"ATL (Atlanta)","Plano","Delta","TX5848","$504.74","3.8h"
"SFO (San Francisco)","Laredo","JetBlue","TX5849","$243.16","3.5h"
"JFK (New York)","Lubbock","Southwest","TX5850","$346.08","2.1h"
"LAX (Los Angeles)","Garland","American Airlines","TX5851","$303.78","4.9h"
"ORD (Chicago)","Irving","United","TX5852","$344.82","2.9h"
"ATL (Atlanta)","Amarillo","Delta","TX5853","$270.00","3.9h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5854","$289.08","4.9h"
"JFK (New York)","Brownsville","Southwest","TX5855","$487.54","4.5h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5856","$361.56","3.7h"
"ORD (Chicago)","Frisco","United","TX5857","$236.45","3.3h"
"ATL (Atlanta)","Pasadena","Delta","TX5858","$328.96","2.9h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5859","$567.76","3.7h"
"JFK (New York)","Austin","Southwest","TX5860","$239.56","4.9h"
"LAX (Los Angeles)","Houston","American Airlines","TX5861","$441.88","3.8h"
"ORD (Chicago)","Dallas","United","TX5862","$429.65","3.5h"
"ATL (Atlanta)","San Antonio","Delta","TX5863","$615.19","3.2h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5864","$271.64","3.6h"
"JFK (New York)","El Paso","Southwest","TX5865","$225.60","3.4h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5866","$299.52","2.1h"
"ORD (Chicago)","Corpus Christi","United","TX5867","$397.30","4.8h"
"ATL (Atlanta)","Plano","Delta","TX5868","$514.52","3.7h"
"SFO (San Francisco)","Laredo","JetBlue","TX5869","$351.10","3.9h"
"JFK (New York)","Lubbock","Southwest","TX5870","$293.93","3.3h"
"LAX (Los Angeles)","Garland","American Airlines","TX5871","$493.70","4.3h"
"ORD (Chicago)","Irving","United","TX5872","$392.12","2.5h"
"ATL (Atlanta)","Amarillo","Delta","TX5873","$489.57","4.4h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5874","$487.49","2.0h"
"JFK (New York)","Brownsville","Southwest","TX5875","$587.58","3.0h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5876","$629.80","4.2h"
"ORD (Chicago)","Frisco","United","TX5877","$543.66","3.2h"
"ATL (Atlanta)","Pasadena","Delta","TX5878","$318.45","4.0h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5879","$495.83","4.2h"
"JFK (New York)","Austin","Southwest","TX5880","$365.81","2.1h"
"LAX (Los Angeles)","Houston","American Airlines","TX5881","$449.23","4.9h"
"ORD (Chicago)","Dallas","United","TX5882","$407.27","2.5h"
"ATL (Atlanta)","San Antonio","Delta","TX5883","$611.70","4.6h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5884","$391.77","4.0h"
"JFK (New York)","El Paso","Southwest","TX5885","$627.58","4.4h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5886","$422.00","4.9h"
"ORD (Chicago)","Corpus Christi","United","TX5887","$238.21","4.0h"
"ATL (Atlanta)","Plano","Delta","TX5888","$441.58","2.1h"
"SFO (San Francisco)","Laredo","JetBlue","TX5889","$492.56","4.7h"
"JFK (New York)","Lubbock","Southwest","TX5890","$585.43","4.5h"
"LAX (Los Angeles)","Garland","American Airlines","TX5891","$491.05","2.5h"
"ORD (Chicago)","Irving","United","TX5892","$456.59","3.8h"
"ATL (Atlanta)","Amarillo","Delta","TX5893","$406.74","2.0h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5894","$380.34","3.9h"
"JFK (New York)","Brownsville","Southwest","TX5895","$576.29","3.9h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5896","$410.50","4.3h"
"ORD (Chicago)","Frisco","United","TX5897","$190.27","4.0h"
"ATL (Atlanta)","Pasadena","Delta","TX5898","$266.92","2.4h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5899","$260.03","4.4h"
"JFK (New York)","Austin","Southwest","TX5900","$459.30","3.8h"
"LAX (Los Angeles)","Houston","American Airlines","TX5901","$319.93","3.4h"
"ORD (Chicago)","Dallas","United","TX5902","$180.29","2.5h"
"ATL (Atlanta)","San Antonio","Delta","TX5903","$580.30","3.1h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5904","$247.34","3.4h"
"JFK (New York)","El Paso","Southwest","TX5905","$554.21","2.4h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5906","$465.19","3.1h"
"ORD (Chicago)","Corpus Christi","United","TX5907","$560.34","3.4h"
"ATL (Atlanta)","Plano","Delta","TX5908","$631.07","5.0h"
"SFO (San Francisco)","Laredo","JetBlue","TX5909","$446.99","3.7h"
"JFK (New York)","Lubbock","Southwest","TX5910","$589.59","4.6h"
"LAX (Los Angeles)","Garland","American Airlines","TX5911","$196.79","2.9h"
"ORD (Chicago)","Irving","United","TX5912","$352.82","3.2h"
"ATL (Atlanta)","Amarillo","Delta","TX5913","$448.68","4.3h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5914","$160.78","2.4h"
"JFK (New York)","Brownsville","Southwest","TX5915","$216.56","4.8h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5916","$327.82","3.6h"
"ORD (Chicago)","Frisco","United","TX5917","$644.51","3.7h"
"ATL (Atlanta)","Pasadena","Delta","TX5918","$327.30","2.7h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5919","$499.64","2.6h"
"JFK (New York)","Austin","Southwest","TX5920","$505.84","2.2h"
"LAX (Los Angeles)","Houston","American Airlines","TX5921","$544.44","2.0h"
"ORD (Chicago)","Dallas","United","TX5922","$335.35","2.1h"
"ATL (Atlanta)","San Antonio","Delta","TX5923","$381.97","3.7h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5924","$229.02","3.1h"
"JFK (New York)","El Paso","Southwest","TX5925","$644.55","4.3h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5926","$647.76","3.8h"
"ORD (Chicago)","Corpus Christi","United","TX5927","$396.63","4.8h"
"ATL (Atlanta)","Plano","Delta","TX5928","$308.53","2.7h"
"SFO (San Francisco)","Laredo","JetBlue","TX5929","$339.24","3.1h"
"JFK (New York)","Lubbock","Southwest","TX5930","$173.87","3.3h"
"LAX (Los Angeles)","Garland","American Airlines","TX5931","$613.79","3.2h"
"ORD (Chicago)","Irving","United","TX5932","$505.63","2.4h"
"ATL (Atlanta)","Amarillo","Delta","TX5933","$352.22","3.1h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5934","$335.39","4.8h"
"JFK (New York)","Brownsville","Southwest","TX5935","$434.71","3.3h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5936","$533.26","3.8h"
"ORD (Chicago)","Frisco","United","TX5937","$521.49","2.4h"
"ATL (Atlanta)","Pasadena","Delta","TX5938","$335.89","4.2h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5939","$368.67","4.2h"
"JFK (New York)","Austin","Southwest","TX5940","$382.31","4.0h"
"LAX (Los Angeles)","Houston","American Airlines","TX5941","$534.77","3.8h"
"ORD (Chicago)","Dallas","United","TX5942","$496.66","4.1h"
"ATL (Atlanta)","San Antonio","Delta","TX5943","$446.79","2.8h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5944","$325.99","3.4h"
"JFK (New York)","El Paso","Southwest","TX5945","$406.53","2.6h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5946","$612.87","3.0h"
"ORD (Chicago)","Corpus Christi","United","TX5947","$381.24","3.8h"
"ATL (Atlanta)","Plano","Delta","TX5948","$522.88","2.0h"
"SFO (San Francisco)","Laredo","JetBlue","TX5949","$289.97","4.6h"
"JFK (New York)","Lubbock","Southwest","TX5950","$340.75","4.0h"
"LAX (Los Angeles)","Garland","American Airlines","TX5951","$629.74","3.3h"
"ORD (Chicago)","Irving","United","TX5952","$235.28","3.6h"
"ATL (Atlanta)","Amarillo","Delta","TX5953","$491.73","4.0h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5954","$431.49","4.9h"
"JFK (New York)","Brownsville","Southwest","TX5955","$639.45","3.9h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5956","$343.11","4.5h"
"ORD (Chicago)","Frisco","United","TX5957","$267.57","3.2h"
"ATL (Atlanta)","Pasadena","Delta","TX5958","$467.76","2.8h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5959","$566.94","4.4h"
"JFK (New York)","Austin","Southwest","TX5960","$328.55","3.5h"
"LAX (Los Angeles)","Houston","American Airlines","TX5961","$638.66","4.0h"
"ORD (Chicago)","Dallas","United","TX5962","$229.28","4.9h"
"ATL (Atlanta)","San Antonio","Delta","TX5963","$354.87","2.7h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5964","$595.87","4.3h"
"JFK (New York)","El Paso","Southwest","TX5965","$274.40","3.5h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5966","$388.89","2.9h"
"ORD (Chicago)","Corpus Christi","United","TX5967","$159.98","2.7h"
"ATL (Atlanta)","Plano","Delta","TX5968","$335.64","3.9h"
"SFO (San Francisco)","Laredo","JetBlue","TX5969","$345.12","4.5h"
"JFK (New York)","Lubbock","Southwest","TX5970","$638.43","4.7h"
"LAX (Los Angeles)","Garland","American Airlines","TX5971","$292.79","4.8h"
"ORD (Chicago)","Irving","United","TX5972","$647.95","2.2h"
"ATL (Atlanta)","Amarillo","Delta","TX5973","$578.78","3.5h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5974","$540.14","3.7h"
"JFK (New York)","Brownsville","Southwest","TX5975","$451.08","4.1h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5976","$186.92","4.0h"
"ORD (Chicago)","Frisco","United","TX5977","$304.99","3.3h"
"ATL (Atlanta)","Pasadena","Delta","TX5978","$369.51","3.7h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5979","$479.33","3.4h"
"JFK (New York)","Austin","Southwest","TX5980","$596.90","3.5h"
"LAX (Los Angeles)","Houston","American Airlines","TX5981","$425.24","2.4h"
"ORD (Chicago)","Dallas","United","TX5982","$178.53","4.3h"
"ATL (Atlanta)","San Antonio","Delta","TX5983","$229.41","4.8h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX5984","$368.27","3.9h"
"JFK (New York)","El Paso","Southwest","TX5985","$244.25","2.5h"
"LAX (Los Angeles)","Arlington","American Airlines","TX5986","$502.68","2.8h"
"ORD (Chicago)","Corpus Christi","United","TX5987","$186.62","3.4h"
"ATL (Atlanta)","Plano","Delta","TX5988","$364.04","4.0h"
"SFO (San Francisco)","Laredo","JetBlue","TX5989","$483.43","2.3h"
"JFK (New York)","Lubbock","Southwest","TX5990","$433.99","2.9h"
"LAX (Los Angeles)","Garland","American Airlines","TX5991","$493.33","2.3h"
"ORD (Chicago)","Irving","United","TX5992","$202.46","2.9h"
"ATL (Atlanta)","Amarillo","Delta","TX5993","$185.13","2.4h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX5994","$239.87","2.4h"
"JFK (New York)","Brownsville","Southwest","TX5995","$625.92","3.0h"
"LAX (Los Angeles)","McKinney","American Airlines","TX5996","$562.02","3.4h"
"ORD (Chicago)","Frisco","United","TX5997","$569.44","3.5h"
"ATL (Atlanta)","Pasadena","Delta","TX5998","$241.34","3.3h"
"SFO (San Francisco)","Mesquite","JetBlue","TX5999","$629.67","2.8h"
"JFK (New York)","Austin","Southwest","TX6000","$504.65","4.5h"
"LAX (Los Angeles)","Houston","American Airlines","TX6001","$447.79","2.3h"
"ORD (Chicago)","Dallas","United","TX6002","$607.64","4.9h"
"ATL (Atlanta)","San Antonio","Delta","TX6003","$316.90","2.4h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX6004","$610.19","4.4h"
"JFK (New York)","El Paso","Southwest","TX6005","$279.98","2.9h"
"LAX (Los Angeles)","Arlington","American Airlines","TX6006","$424.21","3.3h"
"ORD (Chicago)","Corpus Christi","United","TX6007","$342.41","4.6h"
"ATL (Atlanta)","Plano","Delta","TX6008","$198.46","2.1h"
"SFO (San Francisco)","Laredo","JetBlue","TX6009","$163.01","2.8h"
"JFK (New York)","Lubbock","Southwest","TX6010","$367.63","4.5h"
"LAX (Los Angeles)","Garland","American Airlines","TX6011","$613.22","2.9h"
"ORD (Chicago)","Irving","United","TX6012","$369.64","2.4h"
"ATL (Atlanta)","Amarillo","Delta","TX6013","$457.83","3.2h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX6014","$241.80","4.1h"
"JFK (New York)","Brownsville","Southwest","TX6015","$601.70","4.9h"
"LAX (Los Angeles)","McKinney","American Airlines","TX6016","$192.14","4.9h"
"ORD (Chicago)","Frisco","United","TX6017","$321.19","3.5h"
"ATL (Atlanta)","Pasadena","Delta","TX6018","$368.62","3.6h"
"SFO (San Francisco)","Mesquite","JetBlue","TX6019","$231.97","2.4h"
"JFK (New York)","Austin","Southwest","TX6020","$152.31","4.8h"
"LAX (Los Angeles)","Houston","American Airlines","TX6021","$247.51","5.0h"
"ORD (Chicago)","Dallas","United","TX6022","$452.44","4.4h"
"ATL (Atlanta)","San Antonio","Delta","TX6023","$307.28","2.8h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX6024","$431.80","2.8h"
"JFK (New York)","El Paso","Southwest","TX6025","$285.27","2.5h"
"LAX (Los Angeles)","Arlington","American Airlines","TX6026","$253.59","4.2h"
"ORD (Chicago)","Corpus Christi","United","TX6027","$557.62","3.7h"
"ATL (Atlanta)","Plano","Delta","TX6028","$515.78","3.4h"
"SFO (San Francisco)","Laredo","JetBlue","TX6029","$345.86","4.5h"
"JFK (New York)","Lubbock","Southwest","TX6030","$290.73","3.5h"
"LAX (Los Angeles)","Garland","American Airlines","TX6031","$407.56","4.3h"
"ORD (Chicago)","Irving","United","TX6032","$436.02","4.2h"
"ATL (Atlanta)","Amarillo","Delta","TX6033","$188.69","2.2h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX6034","$566.36","4.4h"
"JFK (New York)","Brownsville","Southwest","TX6035","$450.20","3.6h"
"LAX (Los Angeles)","McKinney","American Airlines","TX6036","$425.00","2.9h"
"ORD (Chicago)","Frisco","United","TX6037","$303.69","3.9h"
"ATL (Atlanta)","Pasadena","Delta","TX6038","$647.54","5.0h"
