"City","Name","Category","Rate","Amenities"
"El Paso","Cactus Resort El Paso #6205","Budget","$91/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #6206","Boutique","$140/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #6207","Ranch","$302/night","Parking, Pets"
"Plano","Star Courtyard Plano #6208","Suites","$272/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #6209","Inn","$343/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #6210","Luxury","$323/night","Spa, Bar"
"Garland","Cactus Resort Garland #6211","Budget","$135/night","Parking, Pets"
"Irving","Saddle Lodge Irving #6212","Boutique","$425/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #6213","Ranch","$183/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #6214","Suites","$419/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #6215","Inn","$112/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #6216","Luxury","$409/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #6217","Budget","$312/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #6218","Boutique","$211/night","Spa, Bar"
"Mesquite","River Manor Mesquite #6219","Ranch","$152/night","Parking, Pets"
"Austin","Star Courtyard Austin #6220","Suites","$388/night","Pool, WiFi"
"Houston","Crest Suites Houston #6221","Inn","$399/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #6222","Luxury","$221/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #6223","Budget","$214/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #6224","Boutique","$183/night","Pool, WiFi"
"El Paso","River Manor El Paso #6225","Ranch","$213/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #6226","Suites","$255/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #6227","Inn","$335/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #6228","Luxury","$305/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #6229","Budget","$345/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #6230","Boutique","$106/night","Spa, Bar"
"Garland","River Manor Garland #6231","Ranch","$461/night","Parking, Pets"
"Irving","Star Courtyard Irving #6232","Suites","$129/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #6233","Inn","$212/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #6234","Luxury","$301/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #6235","Budget","$323/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #6236","Boutique","$156/night","Pool, WiFi"
"Frisco","River Manor Frisco #6237","Ranch","$108/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #6238","Suites","$165/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #6239","Inn","$154/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #6240","Luxury","$250/night","Pool, WiFi"
"Houston","Cactus Resort Houston #6241","Budget","$280/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #6242","Boutique","$329/night","Spa, Bar"
"San Antonio","River Manor San Antonio #6243","Ranch","$320/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #6244","Suites","$417/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #6245","Inn","$225/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #6246","Luxury","$160/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #6247","Budget","$242/night","Parking, Pets"
"Plano","Saddle Lodge Plano #6248","Boutique","$425/night","Pool, WiFi"
"Laredo","River Manor Laredo #6249","Ranch","$242/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #6250","Suites","$457/night","Spa, Bar"
"Garland","Crest Suites Garland #6251","Inn","$432/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #6252","Luxury","$85/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #6253","Budget","$139/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #6254","Boutique","$285/night","Spa, Bar"
"Brownsville","River Manor Brownsville #6255","Ranch","$192/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #6256","Suites","$389/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #6257","Inn","$270/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #6258","Luxury","$458/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #6259","Budget","$191/night","Parking, Pets"
"Austin","Saddle Lodge Austin #6260","Boutique","$335/night","Pool, WiFi"
"Houston","River Manor Houston #6261","Ranch","$197/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #6262","Suites","$455/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #6263","Inn","$313/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #6264","Luxury","$123/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #6265","Budget","$143/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #6266","Boutique","$128/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #6267","Ranch","$375/night","Parking, Pets"
"Plano","Star Courtyard Plano #6268","Suites","$365/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #6269","Inn","$139/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #6270","Luxury","$115/night","Spa, Bar"
"Garland","Cactus Resort Garland #6271","Budget","$149/night","Parking, Pets"
"Irving","Saddle Lodge Irving #6272","Boutique","$129/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #6273","Ranch","$378/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #6274","Suites","$239/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #6275","Inn","$212/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #6276","Luxury","$313/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #6277","Budget","$184/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #6278","Boutique","$151/night","Spa, Bar"
"Mesquite","River Manor Mesquite #6279","Ranch","$92/night","Parking, Pets"
"Austin","Star Courtyard Austin #6280","Suites","$261/night","Pool, WiFi"
"Houston","Crest Suites Houston #6281","Inn","$72/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #6282","Luxury","$83/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #6283","Budget","$236/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #6284","Boutique","$420/night","Pool, WiFi"
"El Paso","River Manor El Paso #6285","Ranch","$459/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #6286","Suites","$469/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #6287","Inn","$394/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #6288","Luxury","$276/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #6289","Budget","$292/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #6290","Boutique","$211/night","Spa, Bar"
"Garland","River Manor Garland #6291","Ranch","$240/night","Parking, Pets"
"Irving","Star Courtyard Irving #6292","Suites","$275/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #6293","Inn","$81/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #6294","Luxury","$256/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #6295","Budget","$299/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #6296","Boutique","$280/night","Pool, WiFi"
"Frisco","River Manor Frisco #6297","Ranch","$77/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #6298","Suites","$101/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #6299","Inn","$386/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #6300","Luxury","$165/night","Pool, WiFi"
"Houston","Cactus Resort Houston #6301","Budget","$175/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #6302","Boutique","$105/night","Spa, Bar"
"San Antonio","River Manor San Antonio #6303","Ranch","$216/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #6304","Suites","$465/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #6305","Inn","$467/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #6306","Luxury","$81/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #6307","Budget","$211/night","Parking, Pets"
"Plano","Saddle Lodge Plano #6308","Boutique","$407/night","Pool, WiFi"
"Laredo","River Manor Laredo #6309","Ranch","$81/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #6310","Suites","$462/night","Spa, Bar"
"Garland","Crest Suites Garland #6311","Inn","$149/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #6312","Luxury","$451/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #6313","Budget","$216/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #6314","Boutique","$313/night","Spa, Bar"
"Brownsville","River Manor Brownsville #6315","Ranch","$128/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #6316","Suites","$424/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #6317","Inn","$199/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #6318","Luxury","$167/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #6319","Budget","$86/night","Parking, Pets"
"Austin","Saddle Lodge Austin #6320","Boutique","$387/night","Pool, WiFi"
"Houston","River Manor Houston #6321","Ranch","$308/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #6322","Suites","$268/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #6323","Inn","$236/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #6324","Luxury","$84/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #6325","Budget","$374/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #6326","Boutique","$438/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #6327","Ranch","$138/night","Parking, Pets"
"Plano","Star Courtyard Plano #6328","Suites","$77/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #6329","Inn","$109/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #6330","Luxury","$131/night","Spa, Bar"
"Garland","Cactus Resort Garland #6331","Budget","$250/night","Parking, Pets"
"Irving","Saddle Lodge Irving #6332","Boutique","$359/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #6333","Ranch","$248/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #6334","Suites","$334/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #6335","Inn","$245/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #6336","Luxury","$157/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #6337","Budget","$238/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #6338","Boutique","$133/night","Spa, Bar"
"Mesquite","River Manor Mesquite #6339","Ranch","$213/night","Parking, Pets"
"Austin","Star Courtyard Austin #6340","Suites","$365/night","Pool, WiFi"
"Houston","Crest Suites Houston #6341","Inn","$129/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #6342","Luxury","$286/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #6343","Budget","$93/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #6344","Boutique","$323/night","Pool, WiFi"
"El Paso","River Manor El Paso #6345","Ranch","$428/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #6346","Suites","$113/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #6347","Inn","$423/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #6348","Luxury","$170/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #6349","Budget","$267/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #6350","Boutique","$211/night","Spa, Bar"
"Garland","River Manor Garland #6351","Ranch","$460/night","Parking, Pets"
"Irving","Star Courtyard Irving #6352","Suites","$230/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #6353","Inn","$211/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #6354","Luxury","$337/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #6355","Budget","$408/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #6356","Boutique","$382/night","Pool, WiFi"
"Frisco","River Manor Frisco #6357","Ranch","$122/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #6358","Suites","$400/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #6359","Inn","$190/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #6360","Luxury","$437/night","Pool, WiFi"
"Houston","Cactus Resort Houston #6361","Budget","$325/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #6362","Boutique","$127/night","Spa, Bar"
"San Antonio","River Manor San Antonio #6363","Ranch","$352/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #6364","Suites","$345/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #6365","Inn","$448/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #6366","Luxury","$466/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #6367","Budget","$217/night","Parking, Pets"
"Plano","Saddle Lodge Plano #6368","Boutique","$228/night","Pool, WiFi"
"Laredo","River Manor Laredo #6369","Ranch","$374/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #6370","Suites","$83/night","Spa, Bar"
"Garland","Crest Suites Garland #6371","Inn","$273/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #6372","Luxury","$89/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #6373","Budget","$159/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #6374","Boutique","$262/night","Spa, Bar"
"Brownsville","River Manor Brownsville #6375","Ranch","$193/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #6376","Suites","$318/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #6377","Inn","$362/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #6378","Luxury","$176/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #6379","Budget","$423/night","Parking, Pets"
"Austin","Saddle Lodge Austin #6380","Boutique","$292/night","Pool, WiFi"
"Houston","River Manor Houston #6381","Ranch","$342/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #6382","Suites","$350/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #6383","Inn","$135/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #6384","Luxury","$389/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #6385","Budget","$134/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #6386","Boutique","$464/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #6387","Ranch","$243/night","Parking, Pets"
"Plano","Star Courtyard Plano #6388","Suites","$387/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #6389","Inn","$136/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #6390","Luxury","$169/night","Spa, Bar"
"Garland","Cactus Resort Garland #6391","Budget","$71/night","Parking, Pets"
"Irving","Saddle Lodge Irving #6392","Boutique","$194/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #6393","Ranch","$285/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #6394","Suites","$265/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #6395","Inn","$393/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #6396","Luxury","$336/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #6397","Budget","$77/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #6398","Boutique","$82/night","Spa, Bar"
"Mesquite","River Manor Mesquite #6399","Ranch","$358/night","Parking, Pets"
"Austin","Star Courtyard Austin #6400","Suites","$341/night","Pool, WiFi"
"Houston","Crest Suites Houston #6401","Inn","$320/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #6402","Luxury","$176/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #6403","Budget","$114/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #6404","Boutique","$264/night","Pool, WiFi"
"El Paso","River Manor El Paso #6405","Ranch","$288/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #6406","Suites","$177/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #6407","Inn","$205/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #6408","Luxury","$444/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #6409","Budget","$388/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #6410","Boutique","$281/night","Spa, Bar"
"Garland","River Manor Garland #6411","Ranch","$455/night","Parking, Pets"
"Irving","Star Courtyard Irving #6412","Suites","$454/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #6413","Inn","$179/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #6414","Luxury","$387/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #6415","Budget","$444/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #6416","Boutique","$410/night","Pool, WiFi"
"Frisco","River Manor Frisco #6417","Ranch","$193/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #6418","Suites","$126/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #6419","Inn","$358/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #6420","Luxury","$115/night","Pool, WiFi"
"Houston","Cactus Resort Houston #6421","Budget","$214/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #6422","Boutique","$437/night","Spa, Bar"
"San Antonio","River Manor San Antonio #6423","Ranch","$263/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #6424","Suites","$133/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #6425","Inn","$297/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #6426","Luxury","$465/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #6427","Budget","$399/night","Parking, Pets"
"Plano","Saddle Lodge Plano #6428","Boutique","$91/night","Pool, WiFi"
"Laredo","River Manor Laredo #6429","Ranch","$366/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #6430","Suites","$411/night","Spa, Bar"
"Garland","Crest Suites Garland #6431","Inn","$129/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #6432","Luxury","$340/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #6433","Budget","$139/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #6434","Boutique","$304/night","Spa, Bar"
"Brownsville","River Manor Brownsville #6435","Ranch","$366/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #6436","Suites","$271/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #6437","Inn","$280/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #6438","Luxury","$366/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #6439","Budget","$401/night","Parking, Pets"
"Austin","Saddle Lodge Austin #6440","Boutique","$298/night","Pool, WiFi"
"Houston","River Manor Houston #6441","Ranch","$230/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #6442","Suites","$444/night","Spa, Bar"
