"City","Name","Category","Price","Rating"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #4887","Seafood","$$$$","4.2"
"Plano","Alamo Smokehouse of Plano #4888","Southern","$","4.1"
"Laredo","Pecos Table of Laredo #4889","Bistro","$$","4.8"
"Lubbock","Lone Star Pit of Lubbock #4890","BBQ","$$$","4.6"
"Garland","Big Tex Grill of Garland #4891","Tex-Mex","$$$$","5.0"
"Irving","Blue Bonnet Kitchen of Irving #4892","Steakhouse","$","4.7"
"Amarillo","Yellow Rose Taqueria of Amarillo #4893","Seafood","$$","4.3"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #4894","Southern","$$$","4.7"
"Brownsville","Pecos Table of Brownsville #4895","Bistro","$$$$","3.6"
"McKinney","Lone Star Pit of McKinney #4896","BBQ","$","4.2"
"Frisco","Big Tex Grill of Frisco #4897","Tex-Mex","$$","3.7"
"Pasadena","Blue Bonnet Kitchen of Pasadena #4898","Steakhouse","$$$","5.0"
"Mesquite","Yellow Rose Taqueria of Mesquite #4899","Seafood","$$$$","4.1"
"Austin","Alamo Smokehouse of Austin #4900","Southern","$","4.8"
"Houston","Pecos Table of Houston #4901","Bistro","$$","3.8"
"Dallas","Lone Star Pit of Dallas #4902","BBQ","$$$","4.7"
"San Antonio","Big Tex Grill of San Antonio #4903","Tex-Mex","$$$$","4.0"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #4904","Steakhouse","$","4.8"
"El Paso","Yellow Rose Taqueria of El Paso #4905","Seafood","$$","4.1"
"Arlington","Alamo Smokehouse of Arlington #4906","Southern","$$$","4.0"
"Corpus Christi","Pecos Table of Corpus Christi #4907","Bistro","$$$$","4.0"
"Plano","Lone Star Pit of Plano #4908","BBQ","$","4.2"
"Laredo","Big Tex Grill of Laredo #4909","Tex-Mex","$$","3.7"
"Lubbock","Blue Bonnet Kitchen of Lubbock #4910","Steakhouse","$$$","3.7"
"Garland","Yellow Rose Taqueria of Garland #4911","Seafood","$$$$","4.1"
"Irving","Alamo Smokehouse of Irving #4912","Southern","$","5.0"
"Amarillo","Pecos Table of Amarillo #4913","Bistro","$$","5.0"
"Grand Prairie","Lone Star Pit of Grand Prairie #4914","BBQ","$$$","4.6"
"Brownsville","Big Tex Grill of Brownsville #4915","Tex-Mex","$$$$","4.3"
"McKinney","Blue Bonnet Kitchen of McKinney #4916","Steakhouse","$","3.8"
"Frisco","Yellow Rose Taqueria of Frisco #4917","Seafood","$$","4.7"
"Pasadena","Alamo Smokehouse of Pasadena #4918","Southern","$$$","4.1"
"Mesquite","Pecos Table of Mesquite #4919","Bistro","$$$$","4.1"
"Austin","Lone Star Pit of Austin #4920","BBQ","$","4.6"
"Houston","Big Tex Grill of Houston #4921","Tex-Mex","$$","4.9"
"Dallas","Blue Bonnet Kitchen of Dallas #4922","Steakhouse","$$$","3.9"
"San Antonio","Yellow Rose Taqueria of San Antonio #4923","Seafood","$$$$","5.0"
"Fort Worth","Alamo Smokehouse of Fort Worth #4924","Southern","$","3.8"
"El Paso","Pecos Table of El Paso #4925","Bistro","$$","4.2"
"Arlington","Lone Star Pit of Arlington #4926","BBQ","$$$","3.5"
"Corpus Christi","Big Tex Grill of Corpus Christi #4927","Tex-Mex","$$$$","4.8"
"Plano","Blue Bonnet Kitchen of Plano #4928","Steakhouse","$","4.7"
"Laredo","Yellow Rose Taqueria of Laredo #4929","Seafood","$$","3.8"
"Lubbock","Alamo Smokehouse of Lubbock #4930","Southern","$$$","4.6"
"Garland","Pecos Table of Garland #4931","Bistro","$$$$","4.4"
"Irving","Lone Star Pit of Irving #4932","BBQ","$","4.3"
"Amarillo","Big Tex Grill of Amarillo #4933","Tex-Mex","$$","4.9"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #4934","Steakhouse","$$$","3.6"
"Brownsville","Yellow Rose Taqueria of Brownsville #4935","Seafood","$$$$","4.4"
"McKinney","Alamo Smokehouse of McKinney #4936","Southern","$","4.6"
"Frisco","Pecos Table of Frisco #4937","Bistro","$$","4.6"
"Pasadena","Lone Star Pit of Pasadena #4938","BBQ","$$$","4.6"
"Mesquite","Big Tex Grill of Mesquite #4939","Tex-Mex","$$$$","4.7"
"Austin","Blue Bonnet Kitchen of Austin #4940","Steakhouse","$","4.3"
"Houston","Yellow Rose Taqueria of Houston #4941","Seafood","$$","4.1"
"Dallas","Alamo Smokehouse of Dallas #4942","Southern","$$$","3.9"
"San Antonio","Pecos Table of San Antonio #4943","Bistro","$$$$","3.9"
"Fort Worth","Lone Star Pit of Fort Worth #4944","BBQ","$","3.8"
"El Paso","Big Tex Grill of El Paso #4945","Tex-Mex","$$","3.7"
"Arlington","Blue Bonnet Kitchen of Arlington #4946","Steakhouse","$$$","3.6"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #4947","Seafood","$$$$","4.7"
"Plano","Alamo Smokehouse of Plano #4948","Southern","$","4.7"
"Laredo","Pecos Table of Laredo #4949","Bistro","$$","4.1"
"Lubbock","Lone Star Pit of Lubbock #4950","BBQ","$$$","4.6"
"Garland","Big Tex Grill of Garland #4951","Tex-Mex","$$$$","4.9"
"Irving","Blue Bonnet Kitchen of Irving #4952","Steakhouse","$","3.7"
"Amarillo","Yellow Rose Taqueria of Amarillo #4953","Seafood","$$","4.4"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #4954","Southern","$$$","3.7"
"Brownsville","Pecos Table of Brownsville #4955","Bistro","$$$$","4.4"
"McKinney","Lone Star Pit of McKinney #4956","BBQ","$","4.9"
"Frisco","Big Tex Grill of Frisco #4957","Tex-Mex","$$","4.6"
"Pasadena","Blue Bonnet Kitchen of Pasadena #4958","Steakhouse","$$$","4.1"
"Mesquite","Yellow Rose Taqueria of Mesquite #4959","Seafood","$$$$","4.4"
"Austin","Alamo Smokehouse of Austin #4960","Southern","$","4.7"
"Houston","Pecos Table of Houston #4961","Bistro","$$","4.0"
"Dallas","Lone Star Pit of Dallas #4962","BBQ","$$$","4.5"
"San Antonio","Big Tex Grill of San Antonio #4963","Tex-Mex","$$$$","3.9"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #4964","Steakhouse","$","5.0"
"El Paso","Yellow Rose Taqueria of El Paso #4965","Seafood","$$","3.9"
"Arlington","Alamo Smokehouse of Arlington #4966","Southern","$$$","4.7"
"Corpus Christi","Pecos Table of Corpus Christi #4967","Bistro","$$$$","4.8"
"Plano","Lone Star Pit of Plano #4968","BBQ","$","3.8"
"Laredo","Big Tex Grill of Laredo #4969","Tex-Mex","$$","5.0"
"Lubbock","Blue Bonnet Kitchen of Lubbock #4970","Steakhouse","$$$","4.1"
"Garland","Yellow Rose Taqueria of Garland #4971","Seafood","$$$$","4.9"
"Irving","Alamo Smokehouse of Irving #4972","Southern","$","4.7"
"Amarillo","Pecos Table of Amarillo #4973","Bistro","$$","4.9"
"Grand Prairie","Lone Star Pit of Grand Prairie #4974","BBQ","$$$","4.7"
"Brownsville","Big Tex Grill of Brownsville #4975","Tex-Mex","$$$$","4.1"
"McKinney","Blue Bonnet Kitchen of McKinney #4976","Steakhouse","$","3.7"
"Frisco","Yellow Rose Taqueria of Frisco #4977","Seafood","$$","3.5"
"Pasadena","Alamo Smokehouse of Pasadena #4978","Southern","$$$","4.7"
"Mesquite","Pecos Table of Mesquite #4979","Bistro","$$$$","4.9"
"Austin","Lone Star Pit of Austin #4980","BBQ","$","4.8"
"Houston","Big Tex Grill of Houston #4981","Tex-Mex","$$","4.4"
"Dallas","Blue Bonnet Kitchen of Dallas #4982","Steakhouse","$$$","4.7"
"San Antonio","Yellow Rose Taqueria of San Antonio #4983","Seafood","$$$$","4.1"
"Fort Worth","Alamo Smokehouse of Fort Worth #4984","Southern","$","3.8"
"El Paso","Pecos Table of El Paso #4985","Bistro","$$","4.1"
"Arlington","Lone Star Pit of Arlington #4986","BBQ","$$$","4.4"
"Corpus Christi","Big Tex Grill of Corpus Christi #4987","Tex-Mex","$$$$","4.4"
"Plano","Blue Bonnet Kitchen of Plano #4988","Steakhouse","$","3.8"
"Laredo","Yellow Rose Taqueria of Laredo #4989","Seafood","$$","3.9"
"Lubbock","Alamo Smokehouse of Lubbock #4990","Southern","$$$","3.6"
"Garland","Pecos Table of Garland #4991","Bistro","$$$$","3.9"
"Irving","Lone Star Pit of Irving #4992","BBQ","$","4.9"
"Amarillo","Big Tex Grill of Amarillo #4993","Tex-Mex","$$","4.9"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #4994","Steakhouse","$$$","3.6"
"Brownsville","Yellow Rose Taqueria of Brownsville #4995","Seafood","$$$$","4.7"
"McKinney","Alamo Smokehouse of McKinney #4996","Southern","$","4.9"
"Frisco","Pecos Table of Frisco #4997","Bistro","$$","4.1"
"Pasadena","Lone Star Pit of Pasadena #4998","BBQ","$$$","5.0"
"Mesquite","Big Tex Grill of Mesquite #4999","Tex-Mex","$$$$","4.2"
"Austin","Blue Bonnet Kitchen of Austin #5000","Steakhouse","$","3.7"
"Houston","Yellow Rose Taqueria of Houston #5001","Seafood","$$","3.5"
"Dallas","Alamo Smokehouse of Dallas #5002","Southern","$$$","4.2"
"San Antonio","Pecos Table of San Antonio #5003","Bistro","$$$$","4.6"
"Fort Worth","Lone Star Pit of Fort Worth #5004","BBQ","$","3.8"
"El Paso","Big Tex Grill of El Paso #5005","Tex-Mex","$$","3.9"
"Arlington","Blue Bonnet Kitchen of Arlington #5006","Steakhouse","$$$","4.5"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #5007","Seafood","$$$$","3.5"
"Plano","Alamo Smokehouse of Plano #5008","Southern","$","3.6"
"Laredo","Pecos Table of Laredo #5009","Bistro","$$","4.6"
"Lubbock","Lone Star Pit of Lubbock #5010","BBQ","$$$","4.7"
"Garland","Big Tex Grill of Garland #5011","Tex-Mex","$$$$","4.8"
"Irving","Blue Bonnet Kitchen of Irving #5012","Steakhouse","$","5.0"
"Amarillo","Yellow Rose Taqueria of Amarillo #5013","Seafood","$$","4.8"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #5014","Southern","$$$","4.2"
"Brownsville","Pecos Table of Brownsville #5015","Bistro","$$$$","4.9"
"McKinney","Lone Star Pit of McKinney #5016","BBQ","$","4.9"
"Frisco","Big Tex Grill of Frisco #5017","Tex-Mex","$$","4.5"
"Pasadena","Blue Bonnet Kitchen of Pasadena #5018","Steakhouse","$$$","3.7"
"Mesquite","Yellow Rose Taqueria of Mesquite #5019","Seafood","$$$$","4.6"
"Austin","Alamo Smokehouse of Austin #5020","Southern","$","4.4"
"Houston","Pecos Table of Houston #5021","Bistro","$$","3.7"
"Dallas","Lone Star Pit of Dallas #5022","BBQ","$$$","4.6"
"San Antonio","Big Tex Grill of San Antonio #5023","Tex-Mex","$$$$","3.6"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #5024","Steakhouse","$","3.7"
"El Paso","Yellow Rose Taqueria of El Paso #5025","Seafood","$$","4.3"
"Arlington","Alamo Smokehouse of Arlington #5026","Southern","$$$","3.9"
"Corpus Christi","Pecos Table of Corpus Christi #5027","Bistro","$$$$","3.6"
"Plano","Lone Star Pit of Plano #5028","BBQ","$","4.2"
"Laredo","Big Tex Grill of Laredo #5029","Tex-Mex","$$","3.7"
"Lubbock","Blue Bonnet Kitchen of Lubbock #5030","Steakhouse","$$$","4.7"
"Garland","Yellow Rose Taqueria of Garland #5031","Seafood","$$$$","4.7"
"Irving","Alamo Smokehouse of Irving #5032","Southern","$","4.3"
"Amarillo","Pecos Table of Amarillo #5033","Bistro","$$","4.6"
"Grand Prairie","Lone Star Pit of Grand Prairie #5034","BBQ","$$$","4.7"
"Brownsville","Big Tex Grill of Brownsville #5035","Tex-Mex","$$$$","4.9"
"McKinney","Blue Bonnet Kitchen of McKinney #5036","Steakhouse","$","4.9"
"Frisco","Yellow Rose Taqueria of Frisco #5037","Seafood","$$","4.3"
"Pasadena","Alamo Smokehouse of Pasadena #5038","Southern","$$$","4.6"
"Mesquite","Pecos Table of Mesquite #5039","Bistro","$$$$","4.3"
"Austin","Lone Star Pit of Austin #5040","BBQ","$","4.2"
"Houston","Big Tex Grill of Houston #5041","Tex-Mex","$$","3.6"
"Dallas","Blue Bonnet Kitchen of Dallas #5042","Steakhouse","$$$","4.9"
"San Antonio","Yellow Rose Taqueria of San Antonio #5043","Seafood","$$$$","4.1"
"Fort Worth","Alamo Smokehouse of Fort Worth #5044","Southern","$","4.9"
"El Paso","Pecos Table of El Paso #5045","Bistro","$$","4.6"
"Arlington","Lone Star Pit of Arlington #5046","BBQ","$$$","4.6"
"Corpus Christi","Big Tex Grill of Corpus Christi #5047","Tex-Mex","$$$$","4.8"
"Plano","Blue Bonnet Kitchen of Plano #5048","Steakhouse","$","4.9"
"Laredo","Yellow Rose Taqueria of Laredo #5049","Seafood","$$","3.8"
"Lubbock","Alamo Smokehouse of Lubbock #5050","Southern","$$$","4.8"
"Garland","Pecos Table of Garland #5051","Bistro","$$$$","4.4"
"Irving","Lone Star Pit of Irving #5052","BBQ","$","4.5"
"Amarillo","Big Tex Grill of Amarillo #5053","Tex-Mex","$$","4.6"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #5054","Steakhouse","$$$","4.2"
"Brownsville","Yellow Rose Taqueria of Brownsville #5055","Seafood","$$$$","4.5"
"McKinney","Alamo Smokehouse of McKinney #5056","Southern","$","4.8"
"Frisco","Pecos Table of Frisco #5057","Bistro","$$","4.9"
"Pasadena","Lone Star Pit of Pasadena #5058","BBQ","$$$","5.0"
"Mesquite","Big Tex Grill of Mesquite #5059","Tex-Mex","$$$$","4.1"
"Austin","Blue Bonnet Kitchen of Austin #5060","Steakhouse","$","4.3"
"Houston","Yellow Rose Taqueria of Houston #5061","Seafood","$$","4.5"
"Dallas","Alamo Smokehouse of Dallas #5062","Southern","$$$","4.0"
"San Antonio","Pecos Table of San Antonio #5063","Bistro","$$$$","4.7"
"Fort Worth","Lone Star Pit of Fort Worth #5064","BBQ","$","4.8"
"El Paso","Big Tex Grill of El Paso #5065","Tex-Mex","$$","3.6"
"Arlington","Blue Bonnet Kitchen of Arlington #5066","Steakhouse","$$$","4.1"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #5067","Seafood","$$$$","3.9"
"Plano","Alamo Smokehouse of Plano #5068","Southern","$","4.6"
"Laredo","Pecos Table of Laredo #5069","Bistro","$$","3.6"
"Lubbock","Lone Star Pit of Lubbock #5070","BBQ","$$$","4.7"
"Garland","Big Tex Grill of Garland #5071","Tex-Mex","$$$$","4.1"
"Irving","Blue Bonnet Kitchen of Irving #5072","Steakhouse","$","4.2"
"Amarillo","Yellow Rose Taqueria of Amarillo #5073","Seafood","$$","4.2"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #5074","Southern","$$$","3.8"
"Brownsville","Pecos Table of Brownsville #5075","Bistro","$$$$","3.5"
"McKinney","Lone Star Pit of McKinney #5076","BBQ","$","4.9"
"Frisco","Big Tex Grill of Frisco #5077","Tex-Mex","$$","4.4"
"Pasadena","Blue Bonnet Kitchen of Pasadena #5078","Steakhouse","$$$","4.9"
"Mesquite","Yellow Rose Taqueria of Mesquite #5079","Seafood","$$$$","4.1"
"Austin","Alamo Smokehouse of Austin #5080","Southern","$","4.6"
"Houston","Pecos Table of Houston #5081","Bistro","$$","4.7"
"Dallas","Lone Star Pit of Dallas #5082","BBQ","$$$","3.7"
"San Antonio","Big Tex Grill of San Antonio #5083","Tex-Mex","$$$$","4.5"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #5084","Steakhouse","$","4.6"
"El Paso","Yellow Rose Taqueria of El Paso #5085","Seafood","$$","4.1"
"Arlington","Alamo Smokehouse of Arlington #5086","Southern","$$$","3.7"
"Corpus Christi","Pecos Table of Corpus Christi #5087","Bistro","$$$$","4.9"
"Plano","Lone Star Pit of Plano #5088","BBQ","$","4.9"
"Laredo","Big Tex Grill of Laredo #5089","Tex-Mex","$$","3.6"
"Lubbock","Blue Bonnet Kitchen of Lubbock #5090","Steakhouse","$$$","3.7"
"Garland","Yellow Rose Taqueria of Garland #5091","Seafood","$$$$","4.1"
"Irving","Alamo Smokehouse of Irving #5092","Southern","$","4.4"
"Amarillo","Pecos Table of Amarillo #5093","Bistro","$$","4.7"
"Grand Prairie","Lone Star Pit of Grand Prairie #5094","BBQ","$$$","4.3"
"Brownsville","Big Tex Grill of Brownsville #5095","Tex-Mex","$$$$","3.5"
"McKinney","Blue Bonnet Kitchen of McKinney #5096","Steakhouse","$","3.9"
"Frisco","Yellow Rose Taqueria of Frisco #5097","Seafood","$$","4.8"
"Pasadena","Alamo Smokehouse of Pasadena #5098","Southern","$$$","3.7"
"Mesquite","Pecos Table of Mesquite #5099","Bistro","$$$$","4.3"
"Austin","Lone Star Pit of Austin #5100","BBQ","$","3.6"
"Houston","Big Tex Grill of Houston #5101","Tex-Mex","$$","4.0"
"Dallas","Blue Bonnet Kitchen of Dallas #5102","Steakhouse","$$$","4.1"
"San Antonio","Yellow Rose Taqueria of San Antonio #5103","Seafood","$$$$","3.7"
"Fort Worth","Alamo Smokehouse of Fort Worth #5104","Southern","$","3.8"
"El Paso","Pecos Table of El Paso #5105","Bistro","$$","4.6"
"Arlington","Lone Star Pit of Arlington #5106","BBQ","$$$","3.8"
"Corpus Christi","Big Tex Grill of Corpus Christi #5107","Tex-Mex","$$$$","3.9"
"Plano","Blue Bonnet Kitchen of Plano #5108","Steakhouse","$","4.1"
"Laredo","Yellow Rose Taqueria of Laredo #5109","Seafood","$$","3.5"
"Lubbock","Alamo Smokehouse of Lubbock #5110","Southern","$$$","4.6"
"Garland","Pecos Table of Garland #5111","Bistro","$$$$","4.7"
"Irving","Lone Star Pit of Irving #5112","BBQ","$","4.3"
"Amarillo","Big Tex Grill of Amarillo #5113","Tex-Mex","$$","3.7"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #5114","Steakhouse","$$$","5.0"
"Brownsville","Yellow Rose Taqueria of Brownsville #5115","Seafood","$$$$","5.0"
"McKinney","Alamo Smokehouse of McKinney #5116","Southern","$","4.3"
"Frisco","Pecos Table of Frisco #5117","Bistro","$$","3.9"
"Pasadena","Lone Star Pit of Pasadena #5118","BBQ","$$$","4.0"
"Mesquite","Big Tex Grill of Mesquite #5119","Tex-Mex","$$$$","4.3"
"Austin","Blue Bonnet Kitchen of Austin #5120","Steakhouse","$","4.7"
"Houston","Yellow Rose Taqueria of Houston #5121","Seafood","$$","3.5"
"Dallas","Alamo Smokehouse of Dallas #5122","Southern","$$$","3.7"
"San Antonio","Pecos Table of San Antonio #5123","Bistro","$$$$","4.1"
"Fort Worth","Lone Star Pit of Fort Worth #5124","BBQ","$","4.9"
"El Paso","Big Tex Grill of El Paso #5125","Tex-Mex","$$","3.7"
"Arlington","Blue Bonnet Kitchen of Arlington #5126","Steakhouse","$$$","4.8"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #5127","Seafood","$$$$","4.9"
"Plano","Alamo Smokehouse of Plano #5128","Southern","$","3.5"
"Laredo","Pecos Table of Laredo #5129","Bistro","$$","4.0"
"Lubbock","Lone Star Pit of Lubbock #5130","BBQ","$$$","4.6"
"Garland","Big Tex Grill of Garland #5131","Tex-Mex","$$$$","4.6"
"Irving","Blue Bonnet Kitchen of Irving #5132","Steakhouse","$","4.0"
"Amarillo","Yellow Rose Taqueria of Amarillo #5133","Seafood","$$","4.2"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #5134","Southern","$$$","4.5"
"Brownsville","Pecos Table of Brownsville #5135","Bistro","$$$$","4.8"
"McKinney","Lone Star Pit of McKinney #5136","BBQ","$","4.9"
"Frisco","Big Tex Grill of Frisco #5137","Tex-Mex","$$","4.7"
"Pasadena","Blue Bonnet Kitchen of Pasadena #5138","Steakhouse","$$$","4.4"
"Mesquite","Yellow Rose Taqueria of Mesquite #5139","Seafood","$$$$","4.8"
"Austin","Alamo Smokehouse of Austin #5140","Southern","$","4.0"
"Houston","Pecos Table of Houston #5141","Bistro","$$","4.9"
"Dallas","Lone Star Pit of Dallas #5142","BBQ","$$$","4.7"
"San Antonio","Big Tex Grill of San Antonio #5143","Tex-Mex","$$$$","4.9"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #5144","Steakhouse","$","4.7"
"El Paso","Yellow Rose Taqueria of El Paso #5145","Seafood","$$","4.3"
"Arlington","Alamo Smokehouse of Arlington #5146","Southern","$$$","5.0"
"Corpus Christi","Pecos Table of Corpus Christi #5147","Bistro","$$$$","3.9"
"Plano","Lone Star Pit of Plano #5148","BBQ","$","4.4"
"Laredo","Big Tex Grill of Laredo #5149","Tex-Mex","$$","3.9"
"Lubbock","Blue Bonnet Kitchen of Lubbock #5150","Steakhouse","$$$","4.8"
"Garland","Yellow Rose Taqueria of Garland #5151","Seafood","$$$$","4.6"
"Irving","Alamo Smokehouse of Irving #5152","Southern","$","4.9"
"Amarillo","Pecos Table of Amarillo #5153","Bistro","$$","4.5"
"Grand Prairie","Lone Star Pit of Grand Prairie #5154","BBQ","$$$","4.8"
"Brownsville","Big Tex Grill of Brownsville #5155","Tex-Mex","$$$$","5.0"
"McKinney","Blue Bonnet Kitchen of McKinney #5156","Steakhouse","$","5.0"
"Frisco","Yellow Rose Taqueria of Frisco #5157","Seafood","$$","3.9"
"Pasadena","Alamo Smokehouse of Pasadena #5158","Southern","$$$","3.6"
"Mesquite","Pecos Table of Mesquite #5159","Bistro","$$$$","4.4"
"Austin","Lone Star Pit of Austin #5160","BBQ","$","4.7"
"Houston","Big Tex Grill of Houston #5161","Tex-Mex","$$","4.2"
"Dallas","Blue Bonnet Kitchen of Dallas #5162","Steakhouse","$$$","3.6"
"San Antonio","Yellow Rose Taqueria of San Antonio #5163","Seafood","$$$$","5.0"
"Fort Worth","Alamo Smokehouse of Fort Worth #5164","Southern","$","4.9"
"El Paso","Pecos Table of El Paso #5165","Bistro","$$","3.6"
"Arlington","Lone Star Pit of Arlington #5166","BBQ","$$$","4.8"
"Corpus Christi","Big Tex Grill of Corpus Christi #5167","Tex-Mex","$$$$","4.9"
"Plano","Blue Bonnet Kitchen of Plano #5168","Steakhouse","$","4.8"
"Laredo","Yellow Rose Taqueria of Laredo #5169","Seafood","$$","4.0"
"Lubbock","Alamo Smokehouse of Lubbock #5170","Southern","$$$","3.7"
"Garland","Pecos Table of Garland #5171","Bistro","$$$$","3.6"
"Irving","Lone Star Pit of Irving #5172","BBQ","$","4.7"
"Amarillo","Big Tex Grill of Amarillo #5173","Tex-Mex","$$","3.9"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #5174","Steakhouse","$$$","4.5"
"Brownsville","Yellow Rose Taqueria of Brownsville #5175","Seafood","$$$$","4.7"
"McKinney","Alamo Smokehouse of McKinney #5176","Southern","$","4.4"
"Frisco","Pecos Table of Frisco #5177","Bistro","$$","4.6"
"Pasadena","Lone Star Pit of Pasadena #5178","BBQ","$$$","4.9"
"Mesquite","Big Tex Grill of Mesquite #5179","Tex-Mex","$$$$","3.5"
"Austin","Blue Bonnet Kitchen of Austin #5180","Steakhouse","$","4.4"
"Houston","Yellow Rose Taqueria of Houston #5181","Seafood","$$","3.9"
"Dallas","Alamo Smokehouse of Dallas #5182","Southern","$$$","3.5"
"San Antonio","Pecos Table of San Antonio #5183","Bistro","$$$$","4.8"
"Fort Worth","Lone Star Pit of Fort Worth #5184","BBQ","$","3.8"
"El Paso","Big Tex Grill of El Paso #5185","Tex-Mex","$$","4.5"
"Arlington","Blue Bonnet Kitchen of Arlington #5186","Steakhouse","$$$","4.6"
